	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
Group:B	2.972469407e+01	2.340688388e+00	-1.733512086e-01	-1.401968406e-01	9.474041728e-02	3.081127480e-01	-3.763766001e-01	-4.245826025e-01	-1.021001712e-01	-2.379621424e-01
Group:B	2.972469407e+01	-3.713974390e+00	2.418876405e+00	-2.428420994e+00	-3.111733333e+00	-2.497162015e+00	-2.108465723e+00	-1.818479373e+00	-1.314699889e+00	-1.096818056e+00
Group:M	-5.029249186e+01	-9.608778428e+00	5.507192979e+00	-5.425969379e+00	-5.333074540e+00	-4.353284782e+00	-3.283446999e+00	-3.131398723e+00	-2.016443173e+00	-1.854634459e+00
Group:B	2.972469407e+01	1.969782517e+00	-9.827379337e-01	1.122543109e+00	1.093747456e+00	3.313517128e-01	8.052275397e-02	1.546114888e-01	3.498142227e-02	-1.170018104e-01
Group:B	2.972469407e+01	3.851872839e+00	-2.761699114e+00	2.687288732e+00	2.359989121e+00	2.195031502e+00	1.625907855e+00	1.680992637e+00	8.966130014e-01	8.699469799e-01
Group:B	2.972469407e+01	-1.913864826e+00	1.126117908e+00	-1.612604391e+00	-1.751773968e+00	-1.378851587e+00	-9.992054042e-01	-1.107516044e+00	-7.412294108e-01	-6.812934048e-01
Group:B	2.972469407e+01	4.225524741e+00	-1.767203321e-01	1.028400627e-02	-6.575714497e-01	-6.772854917e-01	-7.062130575e-01	-4.403841909e-01	-3.879181066e-01	-3.257522141e-01
Group:M	-5.029249186e+01	-8.827230073e+00	6.488559197e+00	-4.468218890e+00	-4.087170272e+00	-2.956164020e+00	-2.349867248e+00	-2.202142242e+00	-1.820797958e+00	-1.413054365e+00
Group:B	2.972469407e+01	7.503708298e+00	-2.920614080e+00	2.092294106e+00	2.122377137e+00	1.634712510e+00	1.813230310e+00	1.785015807e+00	1.047629358e+00	1.014103321e+00
Group:B	2.972469407e+01	6.851870924e+00	-4.181122625e+00	3.624503344e+00	3.329114891e+00	3.282843243e+00	2.375408602e+00	2.393174101e+00	1.664077139e+00	1.479585235e+00
Group:B	2.972469407e+01	1.573949702e+00	-1.675070599e+00	7.813217637e-01	3.120253487e-02	-1.129543711e-01	7.917581068e-03	-1.408455858e-01	-5.083582618e-02	3.200473317e-03
Group:B	2.972469407e+01	4.414451515e+00	-2.668860721e+00	2.651662098e+00	2.840773382e+00	1.561566567e+00	6.209717547e-01	8.093261965e-01	6.209688395e-01	7.314447404e-01
Group:B	2.972469407e+01	5.481659939e+00	-5.938840423e-01	1.864562299e+00	1.530634221e+00	1.051445175e+00	1.424766452e+00	1.494433398e+00	8.190204948e-01	6.801755968e-01
Group:B	2.972469407e+01	1.643305580e+01	-2.384413195e-01	-6.498840084e-01	-4.478255594e-01	5.830132007e-01	1.177793514e+00	3.753388255e-01	3.647030099e-01	1.872328731e-01
Group:B	2.972469407e+01	-7.995344185e-01	5.848092757e-01	-6.015804836e-01	-3.953228292e-01	7.052366665e-02	-3.797233642e-01	-2.764378957e-01	-2.382758081e-01	-1.789272920e-01
Group:B	2.972469407e+01	5.338909637e+00	-3.123484433e+00	3.268804805e+00	3.601100034e+00	3.674244548e+00	2.742298165e+00	2.892156128e+00	1.721562139e+00	1.707387644e+00
Group:B	2.972469407e+01	2.483085796e+00	-1.836082166e+00	1.814752869e+00	1.554565209e+00	1.237769499e+00	9.963875119e-01	1.050073077e+00	6.445162764e-01	6.481683067e-01
Group:M	-5.029249186e+01	-4.104169035e+00	3.164619248e+00	-3.453926026e+00	-3.456900639e+00	-3.150416382e+00	-2.747544106e+00	-2.838426058e+00	-1.590334815e+00	-1.443285531e+00
Group:B	2.972469407e+01	6.743539410e+00	-4.700706816e+00	3.391095607e+00	3.334580945e+00	2.124098684e+00	1.774834617e+00	1.623310766e+00	1.108315427e+00	1.069490047e+00
Group:B	2.972469407e+01	-2.167413506e-01	-1.999765934e-01	-1.112382596e-01	-4.656227718e-01	4.179310866e-02	-2.859566249e-02	1.095981571e-01	7.449334664e-02	2.760349708e-02
Group:B	2.972469407e+01	-2.430060922e+00	1.065376524e+00	-1.406058738e+00	-1.454039741e+00	-5.976580061e-01	-1.754757427e-01	5.747008274e-02	-9.188169575e-02	-7.320849555e-02
Group:B	2.972469407e+01	5.558971050e+00	-2.375099552e+00	2.441711860e+00	2.941773903e+00	1.992150293e+00	1.441976483e+00	1.658077256e+00	1.100630504e+00	1.102843790e+00
Group:M	-5.029249186e+01	-5.336010181e+00	3.693217804e+00	-4.775313326e+00	-3.455236621e+00	-1.538742293e+00	-1.098587032e+00	-9.513262226e-01	-6.807434215e-01	-5.840080170e-01
Group:M	-5.029249186e+01	1.616896657e+00	-1.887338158e+00	1.576512097e+00	1.211597838e+00	1.267242410e+00	9.882216248e-01	1.294373589e+00	1.003118404e+00	9.828097328e-01
Group:B	2.972469407e+01	4.223932887e+00	-1.970604298e+00	2.145230574e+00	2.485884472e+00	1.743095458e+00	1.329360672e+00	1.228129855e+00	8.300868884e-01	6.405805341e-01
Group:M	-5.029249186e+01	8.088958758e-01	-2.135302853e+00	1.471569306e+00	1.886611219e+00	2.281363711e+00	2.018678105e+00	1.978240417e+00	8.940520076e-01	7.537356810e-01
Group:B	2.972469407e+01	2.049411181e+00	-2.502940977e+00	1.860449756e+00	1.800719227e+00	1.316444731e+00	9.446211329e-01	7.765102637e-01	5.102056659e-01	5.198843772e-01
Group:B	2.972469407e+01	-2.252172770e+00	1.567559818e+00	-1.909864042e+00	-2.504100156e+00	-1.490996607e+00	-1.512907781e+00	-1.439120693e+00	-9.389818233e-01	-9.610306452e-01
Group:M	-5.029249186e+01	-9.667549307e+00	5.278574209e+00	-5.290549565e+00	-4.704734906e+00	-3.463786903e+00	-2.492858264e+00	-2.483107417e+00	-1.628832521e+00	-1.498535396e+00
Group:M	-5.029249186e+01	-1.330780832e+00	7.739062290e-01	-1.367280034e+00	-1.531110872e+00	-1.657043593e+00	-7.327362686e-01	-4.185714013e-01	6.936878564e-02	3.752496159e-02
Group:B	2.972469407e+01	3.912280822e+00	-3.089445707e+00	2.422454189e+00	2.151226863e+00	1.509301492e+00	8.466030026e-01	8.339576295e-01	6.441350438e-01	5.497219080e-01
Group:B	2.972469407e+01	1.957025808e+00	-1.053826187e+00	8.438981586e-01	9.447786060e-01	1.378595300e+00	6.165110328e-01	7.643392733e-01	5.359648760e-01	4.932867426e-01
Group:M	-5.029249186e+01	-1.409196031e+01	7.189840464e+00	-6.442040283e+00	-5.924246046e+00	-4.481474885e+00	-3.273802862e+00	-3.290328394e+00	-2.167565132e+00	-2.014493247e+00
Group:M	-5.029249186e+01	-7.012411430e+00	4.669567024e+00	-4.193670623e+00	-5.047417365e+00	-3.483173028e+00	-2.905250731e+00	-2.577615406e+00	-1.321216248e+00	-1.181905964e+00
Group:B	2.972469407e+01	-1.182215607e+00	2.154940666e+00	-2.162080163e+00	-9.949594645e-01	-3.434050450e-01	-4.955802140e-01	-4.597239034e-01	-2.618342494e-01	-3.587588989e-01
Group:B	2.972469407e+01	-2.808392118e+00	1.816303640e+00	-1.940950487e+00	-1.677702153e+00	-1.984857808e+00	-1.803690824e+00	-1.643483986e+00	-1.088604936e+00	-8.388592814e-01
Group:B	2.972469407e+01	-4.724856394e+00	3.374920072e+00	-3.263456283e+00	-3.542677725e+00	-3.047763067e+00	-2.484222902e+00	-2.273997882e+00	-1.545427852e+00	-1.331423808e+00
Group:B	2.972469407e+01	6.637984741e+00	8.570617993e-01	-8.891404257e-01	-3.894470520e-01	1.141026934e-03	6.867976943e-01	4.615203896e-01	1.159801546e-01	-4.470900855e-03
Group:M	-5.029249186e+01	-6.361296938e+00	3.820656612e+00	-3.143957731e+00	-3.218266834e+00	-2.136784408e+00	-1.573936158e+00	-1.874829182e+00	-1.081406779e+00	-1.041722123e+00
Group:B	2.972469407e+01	-2.134151084e+00	-2.522985634e-01	-3.852060422e-01	-4.752885747e-01	-8.142674885e-01	-3.232000463e-01	-5.351342771e-01	-3.181552091e-01	-1.979932554e-01
Group:B	2.972469407e+01	-1.283793947e+00	7.967337879e-01	-1.496435096e+00	-1.537341850e+00	-8.296491106e-01	-5.965158450e-01	-4.074853084e-01	-1.452283615e-01	-2.247171645e-01
Group:M	-5.029249186e+01	1.017825292e+01	-8.102413953e+00	6.617233271e+00	6.423292037e+00	4.854516743e+00	3.299197327e+00	3.257696669e+00	2.131581690e+00	1.810158785e+00
Group:M	-5.029249186e+01	7.466886021e+00	-4.916102720e+00	5.151859323e+00	3.798195514e+00	2.577320290e+00	2.037968354e+00	2.121826133e+00	1.352767349e+00	1.251257964e+00
Group:M	-5.029249186e+01	-1.008148159e+01	4.451845081e+00	-3.648659807e+00	-3.441937726e+00	-2.488073471e+00	-1.773644623e+00	-1.929810412e+00	-1.443278023e+00	-1.373222328e+00
Group:B	2.972469407e+01	8.578472081e-01	8.835057260e-01	-1.699523798e+00	-1.798409055e+00	-1.102727131e+00	-8.680555540e-01	-1.176371871e+00	-7.237254558e-01	-7.492928133e-01
Group:M	-5.029249186e+01	-1.279565116e+01	6.254418463e+00	-5.395768989e+00	-6.186122529e+00	-5.016129352e+00	-3.739755740e+00	-3.951015974e+00	-2.651174881e+00	-2.438714287e+00
Group:B	2.972469407e+01	-1.261258952e+00	9.555034858e-01	-5.712176904e-01	4.358242559e-01	6.708717882e-01	3.854026252e-01	7.000127320e-01	3.030754019e-01	3.452166880e-01
Group:M	-5.029249186e+01	-1.039002150e+01	4.059861232e+00	-3.919795980e+00	-4.231398816e+00	-2.953465177e+00	-2.384825533e+00	-2.649818504e+00	-1.771413872e+00	-1.606107192e+00
Group:B	2.972469407e+01	1.558008716e+00	-1.232750180e+00	1.100607888e+00	1.320208658e+00	1.544616010e+00	1.092708444e+00	1.166844424e+00	8.115427044e-01	6.931351905e-01
Group:B	2.972469407e+01	4.673816051e-01	-6.671886916e-01	1.022939606e+00	1.708087478e+00	1.138083928e+00	5.321392684e-01	4.821561573e-01	1.972001662e-01	2.047621401e-01
Group:B	2.972469407e+01	3.993953371e-01	-3.908538191e-01	-2.243025188e-01	-5.600869268e-01	-4.906541320e-01	-6.146155457e-01	-8.204085810e-01	-5.280556214e-01	-3.797315037e-01
Group:M	-5.029249186e+01	-1.057492404e+00	3.773528424e+00	-1.962602543e+00	-2.800552283e+00	-3.061516262e+00	-2.400664894e+00	-3.353957440e+00	-2.732941900e+00	-2.225046340e+00
Group:B	2.972469407e+01	3.301038560e+00	-9.827334590e-01	1.707973704e-02	5.440914938e-01	1.945899090e-01	8.386317801e-01	1.304825298e+00	9.976655885e-01	9.819401991e-01
Group:B	2.972469407e+01	-5.055911959e+00	3.606282363e+00	-3.989051366e+00	-3.686841349e+00	-4.643158005e+00	-2.893693012e+00	-2.568009588e+00	-1.558191162e+00	-1.511967622e+00
Group:M	-5.029249186e+01	-9.158464884e+00	5.375290491e+00	-3.433390802e+00	-3.069328681e+00	-2.760246466e+00	-1.747827389e+00	-1.833796555e+00	-1.292324458e+00	-1.308357463e+00
Group:M	-5.029249186e+01	-7.608277601e+00	5.227504649e+00	-4.552153481e+00	-4.838132138e+00	-4.049031686e+00	-3.408262688e+00	-3.932804689e+00	-2.456820405e+00	-2.235168059e+00
Group:B	2.972469407e+01	1.748805188e+00	-1.488142435e+00	1.116942532e+00	1.029296317e+00	1.123853070e+00	8.765563461e-01	8.186772484e-01	4.906471622e-01	5.332851854e-01
Group:M	-5.029249186e+01	-7.938509122e+00	5.319877798e+00	-3.849392036e+00	-2.321692342e+00	-1.641361923e+00	-1.251198357e+00	-1.137139975e+00	-6.429973599e-01	-6.815412901e-01
Group:M	-5.029249186e+01	-9.923396290e+00	6.222900573e+00	-7.014401563e+00	-7.008445758e+00	-5.932462831e+00	-4.492916584e+00	-5.007888596e+00	-3.218933714e+00	-2.805968715e+00
Group:M	-5.029249186e+01	-4.064422797e+00	1.082649288e+00	-1.004900563e+00	-1.191677585e+00	-8.765544395e-01	-5.728567239e-01	-9.263290763e-01	-8.578569353e-01	-8.298352455e-01
Group:M	-5.029249186e+01	-9.191874841e+00	3.925309885e+00	-2.358216949e+00	-2.679886611e+00	-1.652974154e+00	-1.165698761e+00	-1.156357298e+00	-9.547713360e-01	-8.176592028e-01
Group:B	2.972469407e+01	4.565911229e+00	-3.066646959e+00	3.137443072e+00	3.408825239e+00	2.772786821e+00	2.223735556e+00	2.425036417e+00	1.643775684e+00	1.455159333e+00
Group:M	-5.029249186e+01	-8.292381814e+00	3.814614358e+00	-3.578478671e+00	-3.278311617e+00	-1.862971109e+00	-1.377767438e+00	-1.575119841e+00	-1.059374659e+00	-1.021696528e+00
Group:M	-5.029249186e+01	7.372307770e+00	-4.415311901e+00	4.162860985e+00	4.576828290e+00	3.723236920e+00	2.366652333e+00	1.920359023e+00	1.587629678e+00	1.474630664e+00
Group:M	-5.029249186e+01	-2.735028734e+00	1.055406773e+00	1.138641271e+00	1.534646623e+00	7.731467156e-01	3.874635128e-01	6.001164418e-01	2.142317932e-01	5.836047722e-02
Group:B	2.972469407e+01	5.834514832e+00	-3.448676871e+00	3.388788975e+00	3.220354916e+00	2.626513783e+00	2.045355079e+00	2.263457051e+00	1.540685841e+00	1.442295415e+00
Group:M	-5.029249186e+01	-1.276224790e+01	6.709836468e+00	-5.955133085e+00	-6.229115088e+00	-4.160267626e+00	-3.130092453e+00	-3.203769930e+00	-2.285947215e+00	-2.103828446e+00
Group:B	2.972469407e+01	-2.655493758e-01	2.653274397e-01	2.362717811e-01	4.881547019e-01	1.524182263e-01	-3.075350240e-01	-2.149830955e-01	-1.576919318e-01	-1.666328866e-01
Group:M	-5.029249186e+01	-1.097877567e+01	5.524292984e+00	-5.534072472e+00	-5.131698668e+00	-3.971730096e+00	-3.038493378e+00	-3.011823618e+00	-1.994287479e+00	-1.676226517e+00
Group:B	2.972469407e+01	8.156571412e+00	-4.866858400e+00	5.294398627e+00	4.485410517e+00	3.253348689e+00	2.600311538e+00	2.625360499e+00	1.514711549e+00	1.464110391e+00
Group:B	2.972469407e+01	3.863845515e+00	-3.155064505e+00	2.135455953e+00	1.564299943e+00	2.112450695e+00	1.649066211e+00	1.650928737e+00	1.135486185e+00	1.039241969e+00
Group:M	-5.029249186e+01	-1.728545457e+00	8.466956382e-01	-1.604650446e+00	-2.202551499e-01	3.156170649e-01	1.775708821e-01	-4.020581887e-02	-1.192378781e-01	-8.537313085e-02
Group:B	2.972469407e+01	1.263427423e+00	-1.139693096e+00	9.735293670e-01	6.190806358e-01	4.202552761e-01	3.440500909e-01	2.508560954e-01	1.117407956e-01	7.603739246e-02
Group:M	-5.029249186e+01	1.404075216e+01	-6.207335084e+00	1.290656127e+00	1.991559326e+00	-3.635751224e-01	-5.921883455e-01	5.478176389e-01	-1.810605879e-01	-1.311448222e-01
Group:M	-5.029249186e+01	-7.649279384e+00	7.866619061e+00	-7.624467478e+00	-4.169371364e+00	-1.875490757e+00	-1.965150169e+00	-3.246617154e+00	-2.012778595e+00	-1.977872047e+00
Group:M	-5.029249186e+01	-7.667575642e+00	4.654514751e+00	-2.703891584e+00	-1.055590465e+00	-2.727587637e-01	1.119988450e-01	1.895153464e-01	-1.934867230e-01	-1.818007295e-02
Group:M	-5.029249186e+01	-1.033143812e+01	6.434369295e+00	-5.186725410e+00	-5.656984196e+00	-4.374769981e+00	-3.378344379e+00	-3.507455398e+00	-2.411705462e+00	-2.274114585e+00
Group:B	2.972469407e+01	5.956791625e+00	-2.577200855e+00	2.793392944e+00	3.211588400e+00	2.734553205e+00	1.956450630e+00	1.685958188e+00	8.575848814e-01	7.724354192e-01
Group:B	2.972469407e+01	7.462041507e-01	6.611277740e-01	-1.017461850e+00	-1.246494917e+00	-1.522597113e+00	-8.994575185e-01	-9.673209178e-01	-6.382420379e-01	-4.902729416e-01
Group:M	-5.029249186e+01	-1.155493897e+00	3.298446391e-02	-6.175058574e-01	-1.785313413e-01	-4.553527865e-02	1.059452390e-01	2.669265381e-01	1.382381882e-03	-6.369223849e-04
Group:M	-5.029249186e+01	-1.239090888e+00	-1.810696492e+00	1.633450919e+00	2.054517990e+00	9.082425052e-01	8.469760774e-01	3.447309250e-01	-1.393013197e-01	-2.508663709e-01
Group:B	2.972469407e+01	2.576985892e+00	-1.716260472e+00	1.049588123e+00	4.091194448e-02	3.421952833e-01	1.539336181e-01	1.959497688e-01	1.053866087e-01	3.563617222e-02
Group:B	2.972469407e+01	5.352432029e+00	-2.997240594e+00	2.586827374e+00	1.720546234e+00	1.460865622e+00	6.792734346e-01	7.530463394e-01	5.411963490e-01	5.764801421e-01
Group:B	2.972469407e+01	5.663666926e-01	8.271702495e-02	3.522220679e-01	2.557153764e-01	-7.684019493e-02	-2.309826066e-01	-1.104016703e-02	-1.081838967e-01	-1.243375619e-01
Group:M	-5.029249186e+01	-8.219321605e+00	3.802524185e+00	-2.634495436e+00	-2.905413359e+00	-2.087268805e+00	-1.463419419e+00	-1.402735261e+00	-1.002655268e+00	-8.623994643e-01
Group:B	2.972469407e+01	2.682883564e+00	-2.257176665e+00	1.827383561e+00	1.998417364e+00	2.146751133e+00	1.846853594e+00	1.924424032e+00	1.260386348e+00	1.130568918e+00
Group:B	2.972469407e+01	6.008605888e+00	-3.703013330e+00	2.922855699e+00	3.221660898e+00	3.104233074e+00	2.073634011e+00	2.371907405e+00	1.587507023e+00	1.579547728e+00
Group:B	2.972469407e+01	-1.053471842e+00	5.883908756e-01	-5.119068583e-01	-1.108384825e+00	-1.166063063e+00	-1.180896587e+00	-1.025522435e+00	-6.666865157e-01	-6.802406332e-01
Group:B	2.972469407e+01	6.922100459e+00	-4.188744705e+00	3.388996292e+00	2.530645663e+00	2.457235209e+00	1.900785509e+00	1.790347090e+00	1.121216572e+00	1.086391053e+00
Group:B	2.972469407e+01	4.889692318e+00	-3.638033265e+00	3.691656468e+00	3.516147806e+00	2.973835333e+00	2.878265660e+00	2.801054656e+00	1.817278441e+00	1.673178422e+00
Group:M	-5.029249186e+01	-7.322271323e+00	4.750456845e+00	-3.068344926e+00	-3.580237713e+00	-2.741726764e+00	-1.935377542e+00	-1.956652581e+00	-1.225977143e+00	-1.203345266e+00
Group:M	-5.029249186e+01	-5.023998006e+00	2.044731894e+00	-1.245188186e+00	-1.589080088e+00	-7.654960981e-01	-9.406480116e-01	-9.220619514e-01	-3.351833455e-01	-3.727073509e-01
Group:B	2.972469407e+01	-4.213931591e-01	-9.224811801e-01	8.939091817e-01	4.514701131e-01	-5.002748771e-01	-1.605231484e-01	-4.927423469e-01	-3.157481705e-01	-1.242850847e-01
Group:B	2.972469407e+01	5.794364380e-01	-1.947814023e+00	2.374828728e+00	2.655707383e+00	8.424143331e-01	1.124936496e+00	1.007559183e+00	7.256511593e-01	7.724285564e-01
Group:M	-5.029249186e+01	-3.899758795e+00	4.354508460e-01	-6.925710030e-01	-5.526899553e-01	-7.228313033e-01	-3.616322704e-01	-6.621640005e-01	-3.073368468e-01	-3.125951883e-01
Group:B	2.972469407e+01	-1.655990513e+00	1.255413945e+00	-7.991357959e-01	5.922444249e-02	9.663350368e-01	7.928418140e-01	9.422892518e-01	4.161046830e-01	3.093474337e-01
Group:B	2.972469407e+01	3.118591434e+00	-2.714294908e+00	2.498236569e+00	2.817316694e+00	2.120645587e+00	1.710416169e+00	1.640088191e+00	1.071969344e+00	8.475131951e-01
Group:M	-5.029249186e+01	7.187441877e+00	-5.722521117e+00	4.695931736e+00	4.805086915e+00	3.635536161e+00	2.798308000e+00	2.783856735e+00	1.476541366e+00	1.226082576e+00
Group:M	-5.029249186e+01	-6.014450463e+00	2.703881549e+00	-3.461473467e+00	-2.775587357e+00	-1.698944256e+00	-1.196685056e+00	-1.470843553e+00	-1.037862575e+00	-1.014416748e+00
Group:B	2.972469407e+01	6.653104178e+00	-4.547048447e+00	4.130315159e+00	4.184152256e+00	2.355169831e+00	2.231186180e+00	1.899529212e+00	1.534929688e+00	1.337459886e+00
Group:M	-5.029249186e+01	-3.840406820e+00	1.184751895e-01	6.828577861e-01	9.402792034e-01	5.810489550e-02	3.786468799e-01	1.033398155e-01	3.576494768e-01	3.895242066e-01
Group:B	2.972469407e+01	3.029137710e+00	-2.151017550e+00	1.581291019e+00	1.637466201e+00	1.754540021e+00	1.123429898e+00	1.197447679e+00	8.743364925e-01	8.432577202e-01
Group:B	2.972469407e+01	-1.612763072e+00	1.014971705e-01	-5.369249720e-01	-1.018658602e+00	-6.764569271e-01	-5.287449927e-01	-5.683039455e-01	-4.493483879e-01	-3.523192497e-01
Group:B	2.972469407e+01	8.876308213e+00	-3.206221047e+00	3.487473609e+00	2.478814306e+00	1.869104104e+00	1.985032502e+00	1.937173738e+00	1.300218300e+00	1.244416161e+00
Group:B	2.972469407e+01	3.859022821e+00	-2.523447232e+00	1.709247144e+00	1.682908297e+00	9.093335663e-01	8.155416207e-01	6.533013689e-01	4.818457410e-01	6.337521514e-01
Group:M	-5.029249186e+01	-4.074663716e+00	2.040872352e+00	-1.772950040e+00	-1.054322246e+00	-1.052382074e+00	-1.184763618e+00	-1.437998614e+00	-7.912212043e-01	-7.241002615e-01
Group:B	2.972469407e+01	1.958000820e+00	-6.059211081e-01	1.481905865e+00	3.496173760e+00	2.927626392e+00	2.208672919e+00	2.476035655e+00	1.644905674e+00	1.473375763e+00
Group:B	2.972469407e+01	9.631915407e-01	-1.195816003e+00	9.476076612e-01	1.141962332e+00	9.636458192e-01	8.923204841e-01	6.454290095e-01	3.467252543e-01	3.572012699e-01
Group:B	2.972469407e+01	8.837930005e+00	-3.757369231e+00	3.155056745e+00	1.856137231e+00	2.422688494e+00	2.366521157e+00	2.219389943e+00	1.536631908e+00	1.457490072e+00
Group:B	2.972469407e+01	2.329563842e+00	-2.250391501e+00	3.066817145e+00	3.443103900e+00	2.153766232e+00	1.646359593e+00	1.666014221e+00	9.585177402e-01	8.780645629e-01
Group:B	2.972469407e+01	2.043395733e+00	-1.180403414e+00	1.145595371e+00	9.917264983e-01	9.709470755e-01	5.619864082e-01	7.049061437e-01	5.167095337e-01	4.233909240e-01
Group:M	-5.029249186e+01	3.163094765e+00	-1.652352950e+00	5.905902206e-01	4.021816369e-01	1.808171286e-01	5.986273741e-02	8.389364450e-04	2.283384517e-01	4.201810809e-01
Group:B	2.972469407e+01	1.107706408e+00	-8.965386520e-01	6.165598981e-01	6.946980444e-01	4.793560296e-01	2.661483615e-01	4.214905342e-01	3.348411507e-01	4.074025912e-01
Group:M	-5.029249186e+01	2.620177480e+00	-1.121633344e+00	1.089456459e+00	8.430337398e-01	1.650501609e+00	1.677787779e+00	1.779763206e+00	1.215612059e+00	1.036300802e+00
Group:M	-5.029249186e+01	-9.007616442e+00	4.114965452e+00	-3.663136439e+00	-3.548292792e+00	-2.139621182e+00	-1.733920703e+00	-1.751057435e+00	-1.022025417e+00	-9.723124505e-01
Group:M	-5.029249186e+01	-3.389749646e+00	5.009707940e-01	-5.687686691e-01	-5.526240466e-01	2.530471970e-01	1.959637061e-01	3.176634441e-01	1.485390219e-01	1.178043677e-01
Group:M	-5.029249186e+01	-1.184204013e+01	6.974012769e+00	-6.208184844e+00	-6.405620627e+00	-4.991783758e+00	-4.244270122e+00	-4.377685797e+00	-2.830809592e+00	-2.591762344e+00
Group:M	-5.029249186e+01	1.883707378e+00	-1.573048543e+00	1.117473841e+00	8.337133044e-01	-9.436134570e-03	3.449038966e-01	3.023561364e-01	1.588654393e-01	1.521843833e-01
Group:M	-5.029249186e+01	-2.613339531e+00	3.294119750e+00	-2.401600404e+00	-2.726657242e+00	-1.867288068e+00	-1.521259938e+00	-1.073452665e+00	-3.439221206e-01	-3.684385467e-01
Group:M	-5.029249186e+01	4.691886597e+00	-1.659012835e-01	1.364068713e-01	3.071390339e-01	-6.139079027e-01	-3.002007503e-01	8.277627271e-02	2.685771249e-01	1.843031671e-01
Group:M	-5.029249186e+01	-3.565525971e+00	1.674599117e-01	1.887273470e+00	1.716236530e+00	7.368606546e-01	8.366192903e-01	6.447693484e-01	5.461936982e-01	4.330653874e-01
Group:M	-5.029249186e+01	-3.458897782e+00	-4.659298392e-01	8.705837748e-01	1.053992597e+00	5.789818448e-01	2.520734841e-01	-2.344818730e-02	4.050180066e-02	3.531329138e-02
Group:M	-5.029249186e+01	-1.329875543e+01	6.137633013e+00	-5.894336314e+00	-5.531858342e+00	-4.766543349e+00	-3.790444281e+00	-4.146838353e+00	-2.773048592e+00	-2.596416420e+00
Group:M	-5.029249186e+01	-5.819552509e+00	4.093278585e+00	-4.418205595e+00	-3.777821444e+00	-3.104695777e+00	-2.191990991e+00	-2.299021774e+00	-1.587972516e+00	-1.367621560e+00
Group:M	-5.029249186e+01	-1.567571594e+01	7.500749986e+00	-7.117012633e+00	-7.382690229e+00	-6.064214688e+00	-4.571898319e+00	-4.929561602e+00	-3.215015312e+00	-2.950901431e+00
Group:M	-5.029249186e+01	-7.836182287e+00	2.706301602e+00	-2.133031134e+00	-1.939879355e+00	-1.149271831e+00	-9.623928199e-01	-1.025583849e+00	-6.849976708e-01	-6.593248475e-01
Group:M	-5.029249186e+01	4.086243784e+00	-5.002831590e+00	4.027665845e+00	4.258240004e+00	1.974345187e+00	1.661875724e+00	1.642878428e+00	4.632797469e-01	2.044606229e-01
Group:B	2.972469407e+01	3.545686532e+00	-9.962420806e-01	8.562777001e-01	8.567591682e-01	3.605214643e-01	1.513829078e-01	1.655090679e-01	6.754899976e-02	1.939095480e-01
Group:B	2.972469407e+01	3.437344202e+00	-2.259276884e+00	1.703655211e+00	1.763926008e+00	8.175021621e-01	8.320797129e-01	6.450693514e-01	4.480119533e-01	4.196266603e-01
Group:B	2.972469407e+01	2.725612012e+00	-1.909048401e+00	1.877208487e+00	1.787323265e+00	1.299383997e+00	7.002733447e-01	6.378445330e-01	2.930120052e-01	4.293137655e-01
Group:B	2.972469407e+01	4.542362512e+00	-7.957034894e-01	7.791341328e-01	6.832060822e-01	2.118718539e-01	-1.100303968e-02	-3.489115590e-01	-2.556136789e-01	-2.979153368e-01
Group:B	2.972469407e+01	-1.342195834e+00	-3.496612611e-01	-5.402241130e-01	-8.780241880e-01	-5.522366176e-01	-2.969689450e-01	-4.445081890e-01	-3.193181213e-01	-2.088114202e-01
Group:B	2.972469407e+01	5.136785079e-01	-2.083163143e-01	9.112189326e-02	-3.100187628e-01	2.159064026e-01	-5.167814218e-02	1.032856109e-01	5.442925327e-02	1.118370115e-02
Group:M	-5.029249186e+01	4.544301328e+00	-2.603000130e+00	1.057650192e+00	5.347702629e-01	-1.208116605e-01	6.156074913e-03	5.247641427e-03	-1.655639017e-01	-1.479200679e-01
Group:B	2.972469407e+01	-9.311985661e-01	1.005974338e+00	-4.479687153e-01	5.124115846e-01	9.152142426e-01	6.508099272e-01	9.235481436e-01	5.123143217e-01	4.075994252e-01
Group:M	-5.029249186e+01	-1.068550921e+01	4.536202578e+00	-4.166236208e+00	-3.679195611e+00	-3.076267747e+00	-2.162525172e+00	-2.341817209e+00	-1.518948291e+00	-1.464238787e+00
Group:B	2.972469407e+01	4.086848702e+00	-1.444585005e+00	1.319431646e+00	3.001729106e+00	2.677258642e+00	1.853429660e+00	2.453434325e+00	2.079170719e+00	1.902890378e+00
Group:B	2.972469407e+01	-1.920048566e+00	9.877559455e-01	-1.052830800e+00	-9.326525620e-01	-9.587666550e-01	-1.163058303e+00	-1.074399550e+00	-7.426066418e-01	-5.975558593e-01
Group:M	-5.029249186e+01	-1.162963976e+01	5.513344075e+00	-5.471379948e+00	-4.535075039e+00	-2.887662001e+00	-2.500970631e+00	-2.859559210e+00	-1.812704368e+00	-1.664073372e+00
